2025-28-3--00-23-02, 130.89, 144.90, 136.74, 135.01, 132.99, 130.89, 
2025-28-3--00-23-02, 111.37, 138.19, 126.59, 120.82, 115.69, 111.37, 
2025-28-3--00-23-02, 134.84, 137.52, 129.89, 129.23, 131.01, 134.84, 
2025-28-3--00-23-02, 124.86, 134.99, 127.88, 126.61, 126.09, 124.86, 
2025-28-3--00-23-02, 124.47, 132.89, 126.51, 125.33, 124.79, 124.47, 
2025-28-3--00-23-02, 101.06, 126.52, 116.33, 110.77, 105.81, 101.06, 
2025-28-3--00-23-02, 122.85, 125.79, 118.94, 118.02, 119.45, 122.85, 
2025-28-3--00-23-03, 117.40, 124.11, 118.33, 117.65, 117.81, 117.40, 
2025-28-3--00-23-03, 118.84, 123.06, 118.53, 118.36, 118.64, 118.84, 
2025-28-3--00-23-03, 117.27, 121.90, 118.03, 117.71, 117.55, 117.27, 
2025-28-3--00-23-03, 120.07, 121.53, 118.84, 119.12, 119.56, 120.07, 
2025-28-3--00-23-03, 118.85, 121.00, 118.84, 118.96, 118.99, 118.85, 
2025-28-3--00-23-03, 114.38, 119.67, 117.06, 116.21, 115.30, 114.38, 
2025-28-3--00-23-03, 113.39, 118.42, 115.59, 114.52, 113.77, 113.39, 
2025-28-3--00-23-03, 120.08, 118.75, 117.39, 117.86, 118.82, 120.08, 
2025-28-3--00-23-03, 110.42, 117.08, 114.60, 113.40, 112.10, 110.42, 
2025-28-3--00-23-04, 92.07, 112.08, 105.59, 100.60, 96.08, 92.07, 
2025-28-3--00-23-04, 124.35, 114.54, 113.10, 114.85, 118.70, 124.35, 
2025-28-3--00-23-04, 126.74, 116.98, 118.55, 121.98, 125.13, 126.74, 
2025-28-3--00-23-04, 113.18, 116.22, 116.40, 116.70, 115.57, 113.18, 
2025-28-3--00-23-04, 93.32, 111.64, 107.17, 102.67, 97.77, 93.32, 
2025-28-3--00-23-04, 775.13, 244.34, 374.35, 506.15, 639.66, 775.13, 
2025-28-3--00-23-04, 628.57, 321.18, 476.04, 579.60, 630.79, 628.57, 
2025-28-3--00-23-04, 694.20, 395.79, 563.31, 648.36, 681.52, 694.20, 
2025-28-3--00-23-04, 725.16, 461.66, 628.05, 694.44, 716.43, 725.16, 
2025-28-3--00-23-04, 802.44, 529.82, 697.80, 759.24, 785.24, 802.44, 
2025-28-3--00-23-05, 798.47, 583.55, 738.07, 782.78, 795.82, 798.47, 
2025-28-3--00-23-05, 712.76, 609.39, 727.94, 740.76, 729.37, 712.76, 
2025-28-3--00-23-05, 1051.52, 697.81, 857.37, 927.22, 987.09, 1051.52, 
2025-28-3--00-23-05, 1111.86, 780.62, 959.17, 1038.00, 1086.90, 1111.86, 
2025-28-3--00-23-05, 792.71, 783.04, 892.58, 890.82, 851.55, 792.71, 
2025-28-3--00-23-05, 765.46, 779.52, 841.73, 815.61, 782.68, 765.46, 
2025-28-3--00-23-05, 811.29, 785.88, 829.56, 813.02, 805.57, 811.29, 
2025-28-3--00-23-05, 732.71, 775.24, 790.82, 764.83, 747.28, 732.71, 
2025-28-3--00-23-05, 665.60, 753.31, 740.73, 705.29, 681.94, 665.60, 
2025-28-3--00-23-05, 1074.69, 817.59, 874.32, 926.93, 996.14, 1074.69, 
2025-28-3--00-23-06, 950.39, 844.15, 904.74, 941.00, 959.54, 950.39, 
2025-28-3--00-23-06, 1003.91, 876.10, 944.41, 978.75, 995.04, 1003.91, 
2025-28-3--00-23-06, 1071.58, 915.20, 995.28, 1034.45, 1056.27, 1071.58, 
2025-28-3--00-23-06, 1105.09, 953.18, 1039.20, 1076.83, 1095.33, 1105.09, 
2025-28-3--00-23-06, 979.24, 958.39, 1015.22, 1018.28, 1002.46, 979.24, 
2025-28-3--00-23-06, 648.01, 896.31, 868.33, 796.11, 718.90, 648.01, 
2025-28-3--00-23-06, 694.64, 855.98, 798.85, 735.23, 699.49, 694.64, 
2025-28-3--00-23-06, 1075.73, 899.93, 909.61, 939.53, 1000.48, 1075.73, 
2025-28-3--00-23-06, 1100.48, 940.04, 985.96, 1036.10, 1080.48, 1100.48, 
2025-28-3--00-23-06, 1111.86, 974.40, 1036.32, 1081.55, 1105.58, 1111.86, 
2025-28-3--00-23-07, 168.09, 813.14, 689.03, 533.48, 355.59, 168.09, 
2025-28-3--00-23-07, 206.12, 691.74, 495.86, 337.06, 236.01, 206.12, 
2025-28-3--00-23-07, 191.78, 591.74, 374.23, 249.89, 200.63, 191.78, 
2025-28-3--00-23-07, 205.85, 514.57, 306.88, 223.47, 204.81, 205.85, 
2025-28-3--00-23-07, 188.27, 449.31, 259.44, 202.35, 191.58, 188.27, 
2025-28-3--00-23-07, 186.69, 396.78, 230.34, 192.95, 187.67, 186.69, 
2025-28-3--00-23-07, 187.70, 354.97, 213.28, 189.80, 187.69, 187.70, 
2025-28-3--00-23-07, 190.11, 322.00, 204.02, 189.99, 189.63, 190.11, 
2025-28-3--00-23-07, 169.18, 291.43, 190.08, 177.50, 173.27, 169.18, 
2025-28-3--00-23-08, 178.94, 268.94, 185.63, 178.37, 177.81, 178.94, 
2025-28-3--00-23-08, 99.88, 235.12, 151.33, 131.27, 115.46, 99.88, 
